,country,itemId,paymentMethod,postalCode,sellingStatus,topRatedListing,AutoPay,AvailableForPickupDropOff,BestOfferEnabled,BidCount,BuyItNowPrice,FinalPrice,GlobalShipping,HandlingTime,HitCount,ListingStatus,ListingType,Location,MinimumToBid,ProductID,Quantity,QuantityThreshold,ReserveMet,ShipToLocations,Title,UserID,FeedbackScore,PositiveFeedbackPercent,SellerBusinessType,NewUser,FeedbackPrivate,nPhotos,nPaymentMethods,nShippingCountries,conditionId,bestOfferEnabled,buyItNowAvailable,expeditedShipping,shippingType,oneDayShippingAvailable,NegFeedback30Day,NegFeedback365Day,PosFeedback30Day,PosFeedback365Day,auctionLength
6049,0,281858122833,0,06515,0,False,False,0,False,31,0.0,53.0,False,2.0,256.0,Completed,0,"New Haven, Connecticut",54.0,,1,0.0,,0,iPhone 5s-32GB-Verizon-( For Parts) Smartphone,petercaoo,156,100.0,1,False,False,9,1,1,9,False,False,True,0,False,0,0,13,73,120.0
6050,0,172001568246,0,75063,0,False,True,0,False,0,0.0,289.99,True,1.0,24.0,Completed,1,"Irving, Texas",,168553510,1,0.0,,1,Apple iPhone 5s - 32GB - Silver (AT&T) Smartphone Unlocked Excellent,jafri14,257,99.6,1,False,False,5,1,49,4,False,False,True,0,False,1,1,19,249,91.0
6051,0,172002461619,0,75063,0,False,True,0,False,0,0.0,274.99,True,1.0,133.0,Completed,1,"Irving, Texas",,170054882,2,0.0,,1,"iPhone 5S ME310LL/A 32 GB, AT&T Unlocked for GSM,  Gold",jafri14,257,99.6,1,False,False,7,1,49,4,False,False,True,0,False,1,1,19,249,188.0
6052,0,281860919399,0,54983,1,False,False,0,True,0,0.0,280.0,True,1.0,30.0,Completed,1,"Weyauwega, Wisconsin",,,1,0.0,,1,Iphone 5s US. CELLULAR  factory unlocked ,cr7pride,171,100.0,1,False,False,4,1,9,5,True,False,True,0,False,0,0,14,76,50.0
6053,0,301775301920,0,33132,1,False,False,0,False,0,0.0,299.0,False,1.0,348.0,Completed,1,"Miami, Florida",,168556233,1,0.0,,0,Apple iPhone 5s - 32GB - Silver (Factory Unlocked) Smartphone,goldenpleasure,1836,98.4,0,False,False,4,1,1,5,False,False,True,1,False,1,8,12,542,720.0
6054,0,321920380283,0,93420,0,False,False,0,False,7,0.0,230.0,False,2.0,185.0,Completed,0,"Arroyo Grande, California",232.5,170054882,1,0.0,,0,Apple iPhone 5s - 32GB - Gold (AT&T) ,kneadthebeach2,5,100.0,1,True,False,2,1,1,5,False,False,True,1,False,0,0,5,5,168.0
6055,0,331710980861,0,92627,0,False,True,0,False,9,0.0,275.0,True,2.0,63.0,Completed,0,"Costa Mesa, California",280.0,168534287,1,0.0,,1,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,disneygal84,187,100.0,1,False,False,4,1,48,5,False,False,True,1,False,0,0,0,2,72.0
6056,0,321926479699,0,55410,0,False,False,0,True,0,0.0,225.0,True,2.0,5.0,Completed,1,"Minneapolis, Minnesota",,168534287,1,0.0,,1,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,jeanneec,130,100.0,1,False,False,11,1,49,5,True,False,True,0,False,0,0,1,4,0.0
6057,0,262143743262,0,80534,0,False,False,0,False,6,469.0,211.07,False,2.0,132.0,Completed,0,"Johnstown, Colorado",213.57,170054882,1,0.0,,0,Apple iPhone 5s - 32GB - Gold (AT&T) Smartphone,hernandez2123,9,100.0,1,False,False,1,1,1,5,False,True,True,0,False,0,0,0,5,168.0
6058,0,201467784558,0,02766,1,False,False,0,False,0,0.0,199.99,True,3.0,44.0,Completed,0,"Norton, Massachusetts",199.99,168553410,1,0.0,,1,Apple iPhone 5s - 32GB - Space Gray Verizon Smartphone ME344LL/A,norton163,192,100.0,1,False,False,5,1,9,5,False,False,False,1,False,0,0,7,101,120.0
6059,0,201470706599,0,02766,1,False,False,0,False,0,0.0,199.99,True,3.0,62.0,Completed,0,"Norton, Massachusetts",199.99,168553410,1,0.0,,1,Apple iPhone 5s - 32GB - Space Gray Verizon Smartphone ME344LL/A,norton163,192,100.0,1,False,False,5,1,48,5,False,False,False,1,False,0,0,7,101,120.0
6060,0,201473583001,0,02766,0,False,False,0,False,10,0.0,207.5,True,3.0,176.0,Completed,0,"Norton, Massachusetts",210.0,168553410,1,0.0,,1,Apple iPhone 5s - 32GB - Space Gray Verizon Smartphone ME344LL/A,norton163,192,100.0,1,False,False,5,1,9,5,False,False,False,1,False,0,0,7,101,120.0
6061,0,351579960306,0,07030,0,False,False,0,False,3,0.0,110.5,False,1.0,350.0,Completed,0,"Hoboken, New Jersey",113.0,168534287,1,0.0,,0,Apple iPhone 5s - 32GB - Space Gray (AT&T) Smartphone,the10game,375,0.0,1,False,False,6,1,1,5,False,False,False,1,False,0,0,0,0,120.0
6062,0,331709158153,0,10005,0,False,False,0,False,40,0.0,261.0,False,2.0,358.0,Completed,0,"New York, New York",266.0,168556233,1,0.0,,0,Apple iPhone 5s - 32GB - Silver (Factory Unlocked) Smartphone,ashlychnn,88,100.0,1,False,False,7,1,1,5,False,False,True,1,False,0,0,1,3,120.0
6063,0,262145727332,0,33547,0,False,False,0,False,9,0.0,202.5,False,2.0,239.0,Completed,0,"Lithia, Florida",205.0,168553370,1,0.0,,0,Apple iPhone 5s - 32GB - Silver (Verizon) Smartphone,tbolts10,174,100.0,1,False,False,3,1,1,5,False,False,True,0,False,0,0,3,83,120.0
